job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y,id_var
unemployed,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,64851
technician,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,no,47129
services,married,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,34623
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,56142
technician,single,professional.course,unknown,unknown,unknown,telephone,jun,mon,nonexistent,no,38569
services,divorced,high.school,no,no,yes,telephone,jun,mon,nonexistent,no,68065
retired,married,unknown,no,no,yes,telephone,jun,mon,nonexistent,no,49395
self-employed,divorced,university.degree,no,yes,yes,telephone,jun,mon,nonexistent,no,49935
technician,married,professional.course,no,no,yes,telephone,jun,mon,nonexistent,no,48117
retired,married,basic.4y,no,yes,no,telephone,jun,mon,nonexistent,no,53433
unknown,divorced,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,61450
blue-collar,divorced,unknown,unknown,no,no,telephone,jun,mon,nonexistent,no,63072
admin.,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no,40313
management,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,72207
blue-collar,married,high.school,no,yes,yes,telephone,jun,mon,nonexistent,no,75443
retired,married,university.degree,unknown,yes,no,telephone,jun,mon,nonexistent,no,42828
technician,single,professional.course,no,unknown,unknown,telephone,jun,mon,nonexistent,no,39749
entrepreneur,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,75370
blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,nonexistent,no,71071
admin.,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,yes,54389
services,single,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,40866
technician,single,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,41230
blue-collar,married,unknown,unknown,no,no,telephone,jun,mon,nonexistent,no,43484
technician,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,43736
management,divorced,high.school,no,no,no,telephone,jun,mon,nonexistent,no,51657
admin.,single,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,45095
admin.,married,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no,42652
technician,married,basic.4y,no,no,no,telephone,jun,mon,nonexistent,no,73595
admin.,married,basic.9y,unknown,no,no,telephone,jun,mon,nonexistent,no,73384
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,69843
services,divorced,high.school,no,no,no,telephone,jun,mon,nonexistent,no,70339
entrepreneur,married,basic.4y,no,no,yes,telephone,jun,mon,nonexistent,no,73178
services,single,basic.6y,no,yes,no,telephone,jun,mon,nonexistent,no,52987
self-employed,divorced,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,44793
admin.,single,university.degree,no,yes,yes,telephone,jun,mon,nonexistent,no,46448
technician,married,professional.course,unknown,no,no,telephone,jun,mon,nonexistent,no,53882
unemployed,married,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no,35332
management,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,yes,38642
retired,divorced,basic.4y,no,no,no,telephone,jun,mon,nonexistent,no,64514
entrepreneur,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,70848
services,divorced,basic.9y,no,no,no,telephone,jun,mon,nonexistent,yes,55988
technician,single,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,37713
services,married,high.school,no,no,no,telephone,jun,mon,nonexistent,yes,51579
admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,nonexistent,no,72086
services,single,professional.course,unknown,yes,no,telephone,jun,mon,nonexistent,no,52124
admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,nonexistent,no,45119
services,single,basic.4y,no,no,no,telephone,jun,mon,nonexistent,no,50718
retired,married,basic.4y,unknown,yes,no,telephone,jun,mon,nonexistent,no,69350
management,married,university.degree,no,yes,yes,telephone,jun,mon,nonexistent,no,72561
blue-collar,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,54298
admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,65972
blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,nonexistent,no,47423
services,divorced,basic.4y,unknown,yes,no,telephone,jun,mon,nonexistent,no,51308
blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,mon,nonexistent,no,43603
technician,single,university.degree,no,no,yes,telephone,jun,mon,nonexistent,no,57624
blue-collar,married,basic.6y,no,yes,yes,telephone,jun,mon,nonexistent,no,55635
admin.,single,basic.4y,unknown,yes,no,telephone,jun,mon,nonexistent,no,67384
entrepreneur,married,basic.9y,unknown,yes,no,telephone,jun,mon,nonexistent,no,57271
blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,nonexistent,yes,52793
blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,nonexistent,no,67993
blue-collar,divorced,unknown,no,yes,no,telephone,jun,mon,nonexistent,no,40842
technician,married,professional.course,unknown,no,no,telephone,jun,mon,nonexistent,no,63593
blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,nonexistent,no,45662
blue-collar,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,no,59117
self-employed,divorced,professional.course,unknown,yes,no,telephone,jun,mon,nonexistent,no,67750
technician,single,professional.course,unknown,yes,yes,telephone,jun,mon,nonexistent,no,56219
services,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,75690
self-employed,married,university.degree,no,yes,yes,telephone,jun,mon,nonexistent,no,62434
management,single,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,50900
blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,nonexistent,no,52677
blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,nonexistent,no,43059
blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,50637
blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,51718
services,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,36725
blue-collar,married,unknown,unknown,no,no,telephone,jun,mon,nonexistent,no,62779
blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,nonexistent,no,69442
unemployed,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,60511
blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,nonexistent,no,41385
blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,nonexistent,no,43735
admin.,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,45317
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,55251
management,married,university.degree,no,unknown,unknown,telephone,jun,mon,nonexistent,no,74664
admin.,divorced,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,62288
blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,nonexistent,no,59729
unemployed,divorced,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,39653
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,43152
admin.,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no,42668
blue-collar,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,46383
technician,single,professional.course,unknown,yes,no,telephone,jun,mon,nonexistent,no,58318
blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,62924
technician,single,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,36177
services,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no,45988
entrepreneur,divorced,university.degree,no,yes,yes,telephone,jun,mon,nonexistent,no,45430
entrepreneur,married,university.degree,no,no,yes,telephone,jun,mon,nonexistent,no,37214
blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,34893
entrepreneur,married,professional.course,unknown,no,no,telephone,jun,mon,nonexistent,no,42540
blue-collar,married,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,34934
blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,nonexistent,no,42631
services,single,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,37489
self-employed,married,basic.4y,no,no,no,telephone,jun,mon,nonexistent,no,60618
technician,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,40036
admin.,single,university.degree,no,unknown,unknown,telephone,jun,mon,nonexistent,no,64881
services,single,high.school,unknown,yes,yes,telephone,jun,mon,nonexistent,yes,42665
services,divorced,high.school,no,yes,yes,telephone,jun,mon,nonexistent,no,56756
self-employed,married,basic.4y,unknown,yes,yes,telephone,jun,mon,nonexistent,no,44113
admin.,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no,45944
technician,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,35219
services,single,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,36304
housemaid,married,basic.4y,no,no,no,telephone,jun,mon,nonexistent,no,48173
blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,mon,nonexistent,no,58229
admin.,married,high.school,unknown,no,no,telephone,jun,mon,nonexistent,no,62317
technician,divorced,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,40182
management,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,64808
entrepreneur,married,high.school,no,unknown,unknown,telephone,jun,mon,nonexistent,no,57029
admin.,single,high.school,no,no,yes,telephone,jun,mon,nonexistent,no,65566
technician,single,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no,55088
housemaid,married,basic.6y,unknown,yes,no,telephone,jun,mon,nonexistent,no,74798
admin.,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,51508
admin.,married,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,39504
blue-collar,married,basic.4y,no,yes,yes,telephone,jun,mon,nonexistent,no,73955
admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,49743
services,married,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,42060
management,divorced,university.degree,no,yes,yes,telephone,jun,mon,nonexistent,no,53091
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,65191
admin.,divorced,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no,37221
housemaid,married,basic.4y,no,yes,no,telephone,jun,mon,nonexistent,no,50161
services,married,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,48519
admin.,married,unknown,no,no,no,telephone,jun,mon,nonexistent,no,70536
management,married,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no,62804
retired,married,high.school,unknown,no,no,telephone,jun,mon,nonexistent,no,73603
technician,married,university.degree,no,no,yes,telephone,jun,mon,nonexistent,no,43647
technician,married,high.school,no,unknown,unknown,telephone,jun,mon,nonexistent,no,55958
technician,married,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,54558
technician,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,no,50318
blue-collar,single,high.school,unknown,no,no,telephone,jun,mon,nonexistent,no,41603
blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,nonexistent,no,56714
admin.,divorced,unknown,unknown,yes,no,telephone,jun,mon,nonexistent,no,66057
blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,nonexistent,no,46725
blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,nonexistent,no,44884
services,divorced,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,42102
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,51612
technician,single,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,65541
blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,nonexistent,no,44552
services,divorced,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,65559
technician,married,professional.course,no,no,yes,telephone,jun,mon,nonexistent,no,50242
blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,64812
services,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no,35043
admin.,married,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,41115
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,40813
admin.,married,unknown,no,yes,no,telephone,jun,mon,nonexistent,yes,48755
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,60494
blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,nonexistent,no,67376
management,divorced,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,57053
unknown,married,high.school,unknown,no,no,telephone,jun,mon,nonexistent,no,56044
blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,53048
admin.,single,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no,69671
admin.,married,high.school,no,no,yes,telephone,jun,mon,nonexistent,no,52886
blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,nonexistent,no,49056
admin.,married,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,58983
management,married,university.degree,unknown,no,yes,telephone,jun,mon,nonexistent,no,38547
management,divorced,university.degree,no,no,yes,telephone,jun,mon,nonexistent,no,49794
services,single,high.school,no,yes,yes,telephone,jun,mon,nonexistent,no,59111
admin.,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,51943
services,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,65421
admin.,married,high.school,unknown,no,no,telephone,jun,mon,nonexistent,no,52038
self-employed,single,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,47318
management,married,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no,71989
entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,mon,nonexistent,no,53708
management,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,70959
admin.,married,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,75600
blue-collar,single,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,51575
technician,divorced,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,37186
management,divorced,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,45814
blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,nonexistent,no,42174
management,married,unknown,unknown,yes,yes,telephone,jun,mon,nonexistent,no,73996
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,37861
self-employed,single,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,41228
unknown,married,unknown,unknown,yes,no,telephone,jun,mon,nonexistent,no,49186
blue-collar,single,basic.4y,no,yes,no,telephone,jun,mon,nonexistent,no,38032
self-employed,married,university.degree,no,yes,yes,telephone,jun,mon,nonexistent,no,68528
blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,mon,nonexistent,no,53662
admin.,single,university.degree,no,yes,yes,telephone,jun,mon,nonexistent,no,35473
blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,nonexistent,no,64182
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,63283
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,71179
technician,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,59831
technician,single,professional.course,no,yes,no,telephone,jun,mon,nonexistent,no,48202
blue-collar,married,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,52850
services,divorced,professional.course,unknown,no,no,telephone,jun,mon,nonexistent,no,63925
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,38119
admin.,single,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,71456
services,single,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,yes,60078
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,46741
services,divorced,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,34963
technician,married,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,49358
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,73977
entrepreneur,married,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,41808
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,53849
services,divorced,high.school,no,no,no,telephone,jun,mon,nonexistent,no,47804
admin.,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,71931
admin.,married,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,34780
blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,nonexistent,no,37876
unemployed,single,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,39041
services,married,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,58342
admin.,married,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,49302
services,single,basic.6y,unknown,no,no,telephone,jun,mon,nonexistent,no,65350
blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,mon,nonexistent,no,44602
blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,nonexistent,no,58127
retired,married,basic.9y,unknown,no,no,telephone,jun,mon,nonexistent,no,59145
services,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,65194
blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,nonexistent,no,44720
services,married,high.school,unknown,no,no,telephone,jun,mon,nonexistent,no,64794
unknown,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,51407
admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,58576
retired,married,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,34640
entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,mon,nonexistent,no,39311
admin.,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,38811
technician,married,high.school,no,no,yes,telephone,jun,mon,nonexistent,no,38281
management,divorced,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,37968
admin.,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,70026
technician,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,yes,70594
technician,married,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,52353
admin.,married,high.school,no,no,yes,telephone,jun,mon,nonexistent,no,61461
retired,divorced,basic.4y,no,no,no,telephone,jun,mon,nonexistent,no,58872
admin.,married,high.school,no,no,yes,telephone,jun,mon,nonexistent,no,62734
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,62560
admin.,single,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,57081
technician,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,no,53221
services,married,high.school,no,no,yes,telephone,jun,mon,nonexistent,no,48475
admin.,married,university.degree,no,no,yes,telephone,jun,mon,nonexistent,no,38191
housemaid,married,basic.4y,no,yes,yes,telephone,jun,mon,nonexistent,no,39611
blue-collar,single,unknown,no,no,no,telephone,jun,mon,nonexistent,no,43060
retired,divorced,basic.6y,unknown,no,no,telephone,jun,mon,nonexistent,no,36569
services,married,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,36391
technician,married,university.degree,no,no,yes,telephone,jun,mon,nonexistent,no,50068
blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,nonexistent,no,47615
entrepreneur,single,university.degree,unknown,yes,no,telephone,jun,mon,nonexistent,no,51430
blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,nonexistent,no,57731
blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,nonexistent,no,68044
admin.,divorced,basic.9y,unknown,yes,no,telephone,jun,mon,nonexistent,no,56024
housemaid,married,professional.course,no,yes,yes,telephone,jun,mon,nonexistent,no,50882
blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,nonexistent,no,53486
blue-collar,divorced,unknown,no,no,yes,telephone,jun,mon,nonexistent,no,40097
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,48610
blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,nonexistent,no,70206
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,67969
blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,nonexistent,no,61252
retired,married,basic.4y,unknown,no,no,telephone,jun,mon,nonexistent,no,74456
blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,nonexistent,no,57449
management,married,basic.6y,unknown,no,no,telephone,jun,mon,nonexistent,no,70394
admin.,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,70319
technician,divorced,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,46469
technician,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,50832
technician,married,professional.course,no,yes,yes,telephone,jun,mon,nonexistent,no,39028
technician,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,47257
admin.,married,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,70686
technician,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,no,72007
admin.,single,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,68686
technician,single,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,64936
technician,divorced,professional.course,unknown,yes,no,telephone,jun,mon,nonexistent,no,70547
blue-collar,married,high.school,unknown,no,no,telephone,jun,mon,nonexistent,yes,58453
blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,nonexistent,no,50560
services,divorced,basic.4y,unknown,no,no,telephone,jun,mon,nonexistent,no,49990
admin.,single,university.degree,unknown,no,no,telephone,jun,mon,nonexistent,no,58692
technician,married,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,47935
blue-collar,married,unknown,unknown,yes,no,telephone,jun,mon,nonexistent,no,37487
admin.,married,high.school,no,yes,yes,telephone,jun,mon,nonexistent,no,55663
blue-collar,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,64186
technician,single,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,74327
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,74199
blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,nonexistent,no,39647
technician,married,basic.9y,no,yes,yes,telephone,jun,mon,nonexistent,no,40880
retired,married,basic.4y,no,yes,no,telephone,jun,mon,nonexistent,no,50409
entrepreneur,single,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,70237
blue-collar,married,basic.6y,no,no,yes,telephone,jun,mon,nonexistent,no,66747
entrepreneur,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,no,53988
unemployed,married,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,46534
blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,nonexistent,no,51336
housemaid,married,high.school,unknown,yes,yes,telephone,jun,mon,nonexistent,no,74465
services,married,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,62979
services,married,basic.4y,unknown,no,no,telephone,jun,mon,nonexistent,no,62490
blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,jun,mon,nonexistent,no,68650
blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,nonexistent,no,49615
admin.,single,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,46680
services,married,high.school,unknown,yes,no,telephone,jun,mon,nonexistent,no,74038
blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,nonexistent,no,51521
technician,divorced,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,73235
blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,nonexistent,no,38301
admin.,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,35000
services,married,high.school,unknown,no,no,telephone,jun,mon,nonexistent,no,54490
entrepreneur,married,unknown,unknown,no,no,telephone,jun,mon,nonexistent,no,55709
housemaid,divorced,basic.9y,no,yes,no,telephone,jun,mon,nonexistent,no,42048
technician,single,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,45352
admin.,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,52859
management,married,basic.6y,unknown,yes,no,telephone,jun,mon,nonexistent,no,69500
admin.,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,72356
services,single,high.school,no,yes,no,telephone,jun,mon,nonexistent,no,59685
blue-collar,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,66633
technician,married,professional.course,unknown,yes,no,telephone,jun,mon,nonexistent,no,50202
blue-collar,married,basic.6y,no,no,yes,telephone,jun,mon,nonexistent,no,40428
unemployed,single,basic.4y,no,yes,no,telephone,jun,mon,nonexistent,no,41056
admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,nonexistent,no,71802
entrepreneur,divorced,university.degree,no,yes,yes,telephone,jun,mon,nonexistent,no,74302
services,married,basic.6y,no,no,no,telephone,jun,mon,nonexistent,no,41346
services,single,basic.9y,unknown,no,yes,telephone,jun,mon,nonexistent,no,46155
management,married,university.degree,unknown,no,yes,telephone,jun,mon,nonexistent,no,58100
housemaid,married,professional.course,no,no,yes,telephone,jun,mon,nonexistent,no,35594
student,single,university.degree,unknown,yes,yes,telephone,jun,mon,nonexistent,yes,57917
admin.,married,high.school,no,unknown,unknown,telephone,jun,mon,nonexistent,no,52195
unemployed,single,university.degree,no,no,yes,telephone,jun,mon,nonexistent,no,46213
blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,nonexistent,no,46982
technician,single,professional.course,no,yes,yes,telephone,jun,mon,nonexistent,no,58601
technician,married,professional.course,unknown,no,no,telephone,jun,mon,nonexistent,no,49023
blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,mon,nonexistent,no,52358
services,single,high.school,no,no,no,telephone,jun,mon,nonexistent,no,72576
blue-collar,divorced,basic.4y,no,no,no,telephone,jun,mon,nonexistent,no,73628
management,divorced,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,35566
blue-collar,divorced,professional.course,no,no,no,telephone,jun,mon,nonexistent,no,56123
technician,divorced,professional.course,unknown,no,no,telephone,jun,mon,nonexistent,no,42000
student,single,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,38881
blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,nonexistent,no,59142
blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,nonexistent,no,61343
technician,married,professional.course,no,yes,no,telephone,jun,mon,nonexistent,no,58455
admin.,married,university.degree,no,yes,no,telephone,jun,mon,nonexistent,no,44459
services,married,high.school,no,no,yes,telephone,jun,mon,nonexistent,no,41514
retired,divorced,university.degree,no,no,no,telephone,jun,mon,nonexistent,yes,42027
self-employed,married,university.degree,no,no,no,telephone,jun,mon,nonexistent,no,40460
management,married,basic.9y,unknown,yes,no,telephone,jun,mon,nonexistent,no,41892
services,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,72666
entrepreneur,married,high.school,no,no,no,telephone,jun,mon,nonexistent,no,38588
technician,single,professional.course,unknown,no,no,telephone,jun,mon,nonexistent,yes,74554
services,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,50716
unknown,married,basic.6y,unknown,no,no,telephone,jun,tue,nonexistent,no,57209
blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,nonexistent,no,40231
services,single,basic.9y,no,no,no,telephone,jun,tue,nonexistent,no,61074
admin.,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,71130
admin.,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,54762
blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,nonexistent,no,59614
blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,nonexistent,no,58524
technician,married,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no,47268
management,married,basic.4y,unknown,yes,no,telephone,jun,tue,nonexistent,no,68217
housemaid,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,51817
entrepreneur,married,basic.6y,unknown,no,yes,telephone,jun,tue,nonexistent,no,62481
blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,39605
technician,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,48669
blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,nonexistent,no,48711
technician,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,44423
unemployed,married,basic.6y,unknown,yes,no,telephone,jun,tue,nonexistent,no,38692
services,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no,49664
